sp_creole,dbh_cm,ht_m,ba_m2,plot_no,plot_shp,plot_area,genus
bayawonn,6.0,5.8,0.0028274333882308137,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.0,6.5,0.0028274333882308137,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.1,6.0,0.002922466566001905,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.2,5.8,0.0021237166338267006,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.2,6.5,0.0021237166338267006,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.9,6.2,0.006221138852271189,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.0,4.7,0.001963495408493621,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.5,3.8,0.002375829444277281,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.6,6.0,0.0024630086404143973,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.9,4.2,0.006221138852271189,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.1,4.6,0.008011846664817369,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.6,6.2,0.0024630086404143973,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.1,6.4,0.003959192141686536,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.1,5.0,0.0020428206229967626,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.8,5.5,0.009160884177867838,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.0,6.8,0.003848451000647497,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.6,6.9,0.004536459791783661,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.0,6.7,0.001963495408493621,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.9,6.3,0.006221138852271189,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.4,5.0,0.0022902210444669595,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.3,5.2,0.00833228911548353,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.8,6.5,0.004778362426110076,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.2,6.2,0.0021237166338267006,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.8,5.2,0.012867963509103792,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,13.8,7.3,0.014957122623741007,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.0,5.0,0.011309733552923255,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.0,6.5,0.009503317777109124,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.8,6.4,0.004778362426110076,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.8,6.3,0.006082123377349841,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.8,7.4,0.006082123377349841,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.5,7.5,0.004417864669110647,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.7,3.3,0.004656625710783471,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.7,7.0,0.012667686977437444,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.3,4.0,0.0031172453105244723,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.5,4.0,0.002375829444277281,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.7,6.6,0.004656625710783471,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.3,6.5,0.00833228911548353,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.0,5.8,0.0028274333882308137,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.5,5.0,0.0033183072403542195,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.1,5.0,0.0020428206229967626,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.3,5.2,0.005410607947645022,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.4,6.7,0.004300840342764428,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.8,4.6,0.0026420794216690155,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.0,6.5,0.001963495408493621,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.8,5.6,0.0026420794216690155,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.1,6.0,0.005152997350050658,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.6,4.2,0.008824733763933728,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.7,5.6,0.003525652355491146,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.4,6.3,0.003216990877275948,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.4,4.9,0.0022902210444669595,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.0,7.0,0.007853981633974483,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.7,5.0,0.0059446786987552855,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.0,5.5,0.0028274333882308137,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.5,6.2,0.005674501730546565,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.5,4.0,0.008659014751456867,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.8,3.5,0.0036316811075498014,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.5,6.5,0.0033183072403542195,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.6,4.2,0.003421194399759285,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.1,4.0,0.0020428206229967626,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.4,6.5,0.003216990877275948,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.6,3.0,0.003421194399759285,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.0,5.7,0.009503317777109124,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.7,5.5,0.003525652355491146,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.7,4.2,0.003525652355491146,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.0,6.5,0.0028274333882308137,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.0,6.2,0.0028274333882308137,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.3,4.0,0.002206183440983432,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.4,6.0,0.003216990877275948,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.8,5.2,0.0026420794216690155,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.2,6.2,0.0021237166338267006,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.2,7.0,0.00985203456165759,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.9,7.3,0.006221138852271189,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.8,6.8,0.006082123377349841,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.0,6.9,0.001963495408493621,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.2,5.8,0.006647610054996002,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.5,4.8,0.002375829444277281,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.4,5.5,0.01628601631620949,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.0,5.8,0.0063617251235193305,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.3,6.2,0.004185386812745002,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.5,6.2,0.002375829444277281,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,18.1,6.5,0.025730429231063806,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.0,6.5,0.015393804002589988,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.0,6.0,0.003848451000647497,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.0,6.5,0.0063617251235193305,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,15.1,6.0,0.017907863523625216,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,23.0,6.1,0.04154756284372502,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.3,6.1,0.011882288814039998,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.7,7.0,0.016971668912855457,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.1,4.0,0.002922466566001905,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,13.9,7.2,0.015174677915002103,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,16.0,7.5,0.020106192982974676,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,37.0,6.8,0.10752100856911066,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.2,3.8,0.0021237166338267006,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,26.0,8.0,0.05309291584566751,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,25.6,8.0,0.05147185403641517,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.1,6.0,0.003959192141686536,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.8,7.0,0.010935884027146072,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.6,7.0,0.012468981242097889,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.0,6.0,0.015393804002589988,19,Plot_2GON.shp,0.859093,Prosopis
,5.5,5.5,0.002375829444277281,19,Plot_2GON.shp,0.859093,
,8.1,5.5,0.005152997350050658,19,Plot_2GON.shp,0.859093,
,8.5,5.5,0.005674501730546565,19,Plot_2GON.shp,0.859093,
bayawonn,10.5,7.0,0.008659014751456867,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,25.5,7.7,0.051070515574919075,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,29.3,7.2,0.06742564692950753,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,35.5,7.3,0.09897980354216342,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.2,3.2,0.00817128249198705,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.0,4.2,0.0028274333882308137,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.7,5.0,0.0059446786987552855,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.3,6.6,0.006792908715224532,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.8,6.5,0.004778362426110076,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.8,7.4,0.017203361371057713,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.3,6.1,0.0031172453105244723,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.7,6.3,0.012667686977437444,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.2,7.1,0.005281017250684441,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.8,6.0,0.0026420794216690155,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,23.4,7.0,0.04300526183499067,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.8,6.5,0.010935884027146072,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.2,6.5,0.004071504079052372,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.5,6.5,0.0033183072403542195,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.3,5.0,0.016060607043314423,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.3,4.5,0.006792908715224532,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,15.4,6.0,0.018626502843133885,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.1,6.0,0.003959192141686536,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.6,4.2,0.0024630086404143973,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.9,4.0,0.002733971006786518,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.5,6.2,0.008659014751456867,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.8,4.0,0.0026420794216690155,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.4,5.0,0.003216990877275948,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.8,5.0,0.0036316811075498014,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.8,4.0,0.0026420794216690155,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.2,6.5,0.003019070540099791,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.2,5.6,0.004071504079052372,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.9,6.0,0.002733971006786518,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.0,5.0,0.0028274333882308137,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.2,6.2,0.003019070540099791,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.2,5.5,0.0021237166338267006,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.1,5.2,0.0020428206229967626,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.1,6.8,0.005152997350050658,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.3,4.3,0.002206183440983432,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.5,7.0,0.005674501730546565,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.4,4.5,0.0022902210444669595,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.0,6.2,0.005026548245743669,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.2,5.6,0.005281017250684441,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.5,4.2,0.004417864669110647,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.0,4.0,0.0028274333882308137,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.0,6.0,0.003848451000647497,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.3,4.9,0.002206183440983432,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.6,6.5,0.005808804816487527,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.5,6.5,0.005674501730546565,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.6,4.0,0.004536459791783661,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.0,5.0,0.007853981633974483,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.5,7.0,0.01227184630308513,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.0,6.5,0.0063617251235193305,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.6,4.6,0.010568317686676062,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.0,6.8,0.009503317777109124,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.0,5.0,0.0063617251235193305,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.5,5.0,0.007088218424661971,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.3,4.7,0.011882288814039998,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.7,5.5,0.0059446786987552855,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.4,4.0,0.005541769440932396,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.0,5.0,0.003848451000647497,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.7,6.0,0.008992023572737385,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.8,6.3,0.0036316811075498014,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.5,5.0,0.005674501730546565,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.7,4.5,0.004656625710783471,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.5,5.5,0.004417864669110647,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.8,7.5,0.017203361371057713,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.6,6.8,0.007238229473870883,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.6,5.0,0.005808804816487527,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,55.7,8.0,0.24366899479589496,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,25.6,7.0,0.05147185403641517,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.3,7.0,0.010028749148422018,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.5,6.0,0.01227184630308513,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,18.2,7.2,0.02601552876437708,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.3,5.5,0.00833228911548353,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.8,5.0,0.004778362426110076,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.3,6.8,0.016060607043314423,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,25.5,8.4,0.051070515574919075,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.3,5.2,0.011882288814039998,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.0,6.0,0.011309733552923255,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.5,5.0,0.008659014751456867,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.9,5.0,0.006221138852271189,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.8,6.0,0.0026420794216690155,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,13.5,6.5,0.014313881527918496,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.8,5.5,0.0036316811075498014,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.3,5.0,0.002206183440983432,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.2,6.9,0.003019070540099791,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.8,5.2,0.0026420794216690155,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.0,7.0,0.005026548245743669,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.2,6.5,0.0021237166338267006,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.5,6.0,0.0033183072403542195,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.1,6.0,0.00650388219109427,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.9,4.0,0.002733971006786518,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.6,5.0,0.003421194399759285,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.0,3.4,0.001963495408493621,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.4,4.3,0.003216990877275948,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.8,5.0,0.004778362426110076,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.5,5.0,0.004417864669110647,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.1,4.6,0.00650388219109427,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.1,6.2,0.00650388219109427,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,13.1,5.5,0.013478217882063612,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.2,3.2,0.003019070540099791,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,13.1,6.8,0.013478217882063612,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.9,4.0,0.002733971006786518,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.1,7.0,0.00967689077121996,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.2,6.0,0.01168986626400762,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.2,5.0,0.006647610054996002,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.0,5.0,0.001963495408493621,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.2,6.0,0.01168986626400762,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.2,2.8,0.0021237166338267006,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.5,5.0,0.005674501730546565,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.3,5.0,0.004185386812745002,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.3,5.5,0.002206183440983432,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,21.6,6.5,0.03664353671147135,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,15.4,6.0,0.018626502843133885,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.2,6.7,0.00817128249198705,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,22.6,7.3,0.04011499659368807,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.6,6.6,0.007238229473870883,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.3,5.6,0.010028749148422018,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.1,4.0,0.015614500886504666,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.2,6.9,0.003019070540099791,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.8,5.2,0.0026420794216690155,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.0,7.0,0.005026548245743669,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.2,5.0,0.0021237166338267006,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.2,6.5,0.0021237166338267006,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.5,6.0,0.0033183072403542195,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.1,6.0,0.00650388219109427,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.9,4.0,0.002733971006786518,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.6,5.0,0.003421194399759285,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.0,3.4,0.001963495408493621,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.4,4.3,0.003216990877275948,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.8,5.0,0.004778362426110076,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.5,5.0,0.004417864669110647,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.1,4.6,0.00650388219109427,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.1,6.2,0.00650388219109427,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,13.1,5.5,0.013478217882063612,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.2,3.2,0.003019070540099791,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,13.1,6.8,0.013478217882063612,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.9,4.0,0.002733971006786518,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.1,7.0,0.00967689077121996,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.2,6.0,0.01168986626400762,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.2,5.0,0.006647610054996002,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.0,5.0,0.001963495408493621,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.2,6.0,0.01168986626400762,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.2,2.8,0.0021237166338267006,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.5,5.0,0.005674501730546565,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.3,5.0,0.004185386812745002,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.3,5.5,0.002206183440983432,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,21.5,6.5,0.036305030103047045,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,15.4,6.0,0.018626502843133885,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.2,6.7,0.00817128249198705,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,22.6,7.3,0.04011499659368807,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.6,6.6,0.007238229473870883,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.3,5.6,0.010028749148422018,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.1,4.0,0.015614500886504666,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.5,6.0,0.007088218424661971,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,23.0,3.9,0.04154756284372502,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.5,5.0,0.005674501730546565,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.3,5.0,0.004185386812745002,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.3,5.5,0.002206183440983432,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,21.6,6.5,0.03664353671147135,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,15.4,6.0,0.018626502843133885,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.2,6.7,0.00817128249198705,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,22.6,7.3,0.04011499659368807,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.6,6.6,0.007238229473870883,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.3,5.6,0.010028749148422018,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.1,4.0,0.015614500886504666,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.5,6.0,0.007088218424661971,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,23.0,3.9,0.04154756284372502,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.5,7.0,0.005674501730546565,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.5,5.0,0.0033183072403542195,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.4,5.0,0.003216990877275948,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,4.5,5.0,0.0015904312808798326,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,13.7,6.8,0.014741138128806702,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.7,6.6,0.004656625710783471,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.4,6.0,0.003216990877275948,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,18.6,7.5,0.027171634860898127,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.5,7.0,0.010386890710931254,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.1,4.0,0.002922466566001905,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,17.3,8.0,0.023506181632322234,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.0,6.5,0.009503317777109124,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,22.7,5.0,0.04047078196170711,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.4,7.5,0.004300840342764428,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.9,4.5,0.0049016699377634745,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.3,6.5,0.0031172453105244723,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,21.5,8.0,0.036305030103047045,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,24.6,6.0,0.04752915525615999,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.0,5.5,0.007853981633974483,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.0,7.0,0.009503317777109124,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,15.9,6.0,0.01985565096885089,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.2,5.0,0.006647610054996002,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.2,5.5,0.004071504079052372,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,17.2,7.2,0.023235219265950107,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.4,7.0,0.010207034531513238,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,16.8,6.0,0.022167077763729583,19,Plot_2GON.shp,0.859093,Prosopis
