sp_creole,dbh_cm,ht_m,ba_m2,plot_no,plot_shp,plot_area
bayawonn,5.8,,0.0026420794216690155,10,Plot_1BO.shp,0.757182
bayawonn,11.4,,0.010207034531513238,10,Plot_1BO.shp,0.757182
bayawonn,13.0,,0.013273228961416878,10,Plot_1BO.shp,0.757182
bayawonn,8.0,,0.005026548245743669,10,Plot_1BO.shp,0.757182
bayawonn,7.2,,0.004071504079052372,10,Plot_1BO.shp,0.757182
kajou,40.5,,0.12882493375126647,10,Plot_1BO.shp,0.757182
kajou,13.2,,0.01368477759903714,10,Plot_1BO.shp,0.757182
kenep,8.5,,0.005674501730546565,10,Plot_1BO.shp,0.757182
kenep,16.0,,0.020106192982974676,10,Plot_1BO.shp,0.757182
kenep,9.0,,0.0063617251235193305,10,Plot_1BO.shp,0.757182
kenep,10.2,,0.00817128249198705,10,Plot_1BO.shp,0.757182
kenep,12.0,,0.011309733552923255,10,Plot_1BO.shp,0.757182
bayawonn,10.5,,0.008659014751456867,10,Plot_1BO.shp,0.757182
kenep,11.7,,0.010751315458747667,10,Plot_1BO.shp,0.757182
bayawonn,20.6,,0.03332915646193412,10,Plot_1BO.shp,0.757182
kenep,8.8,,0.006082123377349841,10,Plot_1BO.shp,0.757182
kenep,5.3,,0.002206183440983432,10,Plot_1BO.shp,0.757182
kenep,24.8,,0.048305128641596654,10,Plot_1BO.shp,0.757182
kenep,28.2,,0.062458003546018666,10,Plot_1BO.shp,0.757182
bayawonn,4.0,,0.0012566370614359172,10,Plot_1BO.shp,0.757182
bayawonn,8.0,,0.005026548245743669,10,Plot_1BO.shp,0.757182
kenep,7.5,,0.004417864669110647,10,Plot_1BO.shp,0.757182
kampech,11.8,,0.010935884027146072,10,Plot_1BO.shp,0.757182
kampech,14.4,,0.01628601631620949,10,Plot_1BO.shp,0.757182
kenep,6.5,,0.0033183072403542195,10,Plot_1BO.shp,0.757182
kenep,18.8,,0.027759112687119412,10,Plot_1BO.shp,0.757182
kenep,5.0,,0.001963495408493621,10,Plot_1BO.shp,0.757182
kenep,6.3,,0.0031172453105244723,10,Plot_1BO.shp,0.757182
kenep,5.3,,0.002206183440983432,10,Plot_1BO.shp,0.757182
kenep,7.2,,0.004071504079052372,10,Plot_1BO.shp,0.757182
bayawonn,24.7,,0.047916356550714925,10,Plot_1BO.shp,0.757182
bayawonn,9.2,,0.006647610054996002,10,Plot_1BO.shp,0.757182
latanye,48.9,,0.18780519422976122,10,Plot_1BO.shp,0.757182
kenep,9.9,,0.007697687399458391,10,Plot_1BO.shp,0.757182
kenep,10.9,,0.009331315579325082,10,Plot_1BO.shp,0.757182
kenep,12.0,,0.011309733552923255,10,Plot_1BO.shp,0.757182
kenep,8.3,,0.005410607947645022,10,Plot_1BO.shp,0.757182
kajou,17.5,,0.02405281875404685,10,Plot_1BO.shp,0.757182
kenep,13.5,,0.014313881527918496,10,Plot_1BO.shp,0.757182
kenep,30.4,,0.07258335666853857,10,Plot_1BO.shp,0.757182
bayawonn,16.8,,0.022167077763729583,10,Plot_1BO.shp,0.757182
kenep,22.3,,0.03905706526759171,10,Plot_1BO.shp,0.757182
kajou,9.0,,0.0063617251235193305,10,Plot_1BO.shp,0.757182
kenep,6.3,,0.0031172453105244723,10,Plot_1BO.shp,0.757182
kajou,8.0,,0.005026548245743669,10,Plot_1BO.shp,0.757182
kenep,5.2,,0.0021237166338267006,10,Plot_1BO.shp,0.757182
kenep,7.6,,0.004536459791783661,10,Plot_1BO.shp,0.757182
kenep,9.0,,0.0063617251235193305,10,Plot_1BO.shp,0.757182
bwa let,46.5,,0.1698227178806133,10,Plot_1BO.shp,0.757182
mango,34.2,,0.09186331078361915,10,Plot_1BO.shp,0.757182
bayawonn,16.0,,0.020106192982974676,10,Plot_1BO.shp,0.757182
kampech,12.5,,0.01227184630308513,10,Plot_1BO.shp,0.757182
kampech,5.2,,0.0021237166338267006,10,Plot_1BO.shp,0.757182
latanye,41.0,,0.13202543126711103,10,Plot_1BO.shp,0.757182
kenep,14.2,,0.015836768566746144,10,Plot_1BO.shp,0.757182
zaboka,31.7,,0.07892387604164619,10,Plot_1BO.shp,0.757182
bwa pine,9.0,,0.0063617251235193305,10,Plot_1BO.shp,0.757182
kampech,5.0,,0.001963495408493621,10,Plot_1BO.shp,0.757182
kampech,8.2,,0.005281017250684441,10,Plot_1BO.shp,0.757182
kajou,7.5,,0.004417864669110647,10,Plot_1BO.shp,0.757182
kampech,5.6,,0.0024630086404143973,10,Plot_1BO.shp,0.757182
kampech,7.6,,0.004536459791783661,10,Plot_1BO.shp,0.757182
kampech,5.6,,0.0024630086404143973,10,Plot_1BO.shp,0.757182
kampech,19.2,,0.028952917895483533,10,Plot_1BO.shp,0.757182
kampech,21.0,,0.03463605900582747,10,Plot_1BO.shp,0.757182
kajou,21.0,,0.03463605900582747,10,Plot_1BO.shp,0.757182
kampech,18.5,,0.026880252142277666,10,Plot_1BO.shp,0.757182
kenep,9.0,,0.0063617251235193305,10,Plot_1BO.shp,0.757182
kenep,10.5,,0.008659014751456867,10,Plot_1BO.shp,0.757182
koma,11.5,,0.010386890710931254,10,Plot_1BO.shp,0.757182
kampech,22.5,,0.03976078202199582,10,Plot_1BO.shp,0.757182
zaboka,22.8,,0.04082813812605295,10,Plot_1BO.shp,0.757182
kenep,9.1,,0.00650388219109427,10,Plot_1BO.shp,0.757182
kampech,16.0,,0.020106192982974676,10,Plot_1BO.shp,0.757182
kampech,9.0,,0.0063617251235193305,10,Plot_1BO.shp,0.757182
,11.8,,0.010935884027146072,10,Plot_1BO.shp,0.757182
,10.7,,0.008992023572737385,10,Plot_1BO.shp,0.757182
gwenn,8.0,,0.005026548245743669,10,Plot_1BO.shp,0.757182
zaboka,22.7,,0.04047078196170711,10,Plot_1BO.shp,0.757182
bwa pine,11.0,,0.009503317777109124,10,Plot_1BO.shp,0.757182
bwa pine,14.0,,0.015393804002589988,10,Plot_1BO.shp,0.757182
kajou,15.5,,0.018869190875623696,10,Plot_1BO.shp,0.757182
kampech,18.1,,0.025730429231063806,10,Plot_1BO.shp,0.757182
latanye,50.8,,0.2026829916389991,10,Plot_1BO.shp,0.757182
kampech,13.4,,0.014102609421964583,10,Plot_1BO.shp,0.757182
kajou,6.3,,0.0031172453105244723,10,Plot_1BO.shp,0.757182
kajou,8.2,,0.005281017250684441,10,Plot_1BO.shp,0.757182
kampech,7.5,,0.004417864669110647,10,Plot_1BO.shp,0.757182
kampech,5.7,,0.0025517586328783095,10,Plot_1BO.shp,0.757182
kampech,5.5,,0.002375829444277281,10,Plot_1BO.shp,0.757182
kajou,5.6,,0.0024630086404143973,10,Plot_1BO.shp,0.757182
kampech,5.7,,0.0025517586328783095,10,Plot_1BO.shp,0.757182
bayawonn,10.5,,0.008659014751456867,10,Plot_1BO.shp,0.757182
kampech,21.8,,0.03732526231730033,10,Plot_1BO.shp,0.757182
kampech,13.8,,0.014957122623741007,10,Plot_1BO.shp,0.757182
kampech,6.7,,0.003525652355491146,10,Plot_1BO.shp,0.757182
kampech,12.0,,0.011309733552923255,10,Plot_1BO.shp,0.757182
kampech,12.0,,0.011309733552923255,10,Plot_1BO.shp,0.757182
kampech,8.9,,0.006221138852271189,10,Plot_1BO.shp,0.757182
kampech,12.0,,0.011309733552923255,10,Plot_1BO.shp,0.757182
kampech,29.5,,0.06834927516966292,10,Plot_1BO.shp,0.757182
bayawonn,6.5,,0.0033183072403542195,10,Plot_1BO.shp,0.757182
kampech,18.5,,0.026880252142277666,10,Plot_1BO.shp,0.757182
kampech,5.1,,0.0020428206229967626,10,Plot_1BO.shp,0.757182
kampech,10.5,,0.008659014751456867,10,Plot_1BO.shp,0.757182
kampech,10.6,,0.008824733763933728,10,Plot_1BO.shp,0.757182
kampech,19.0,,0.028352873698647883,10,Plot_1BO.shp,0.757182
kampech,25.0,,0.04908738521234052,10,Plot_1BO.shp,0.757182
kaymit,5.3,,0.002206183440983432,10,Plot_1BO.shp,0.757182
kampech,7.0,,0.003848451000647497,10,Plot_1BO.shp,0.757182
kaymit,6.3,,0.0031172453105244723,10,Plot_1BO.shp,0.757182
kampech,9.4,,0.006939778171779853,10,Plot_1BO.shp,0.757182
kampech,10.3,,0.00833228911548353,10,Plot_1BO.shp,0.757182
kampech,15.5,,0.018869190875623696,10,Plot_1BO.shp,0.757182
kampech,25.4,,0.05067074790974978,10,Plot_1BO.shp,0.757182
kampech,28.0,,0.06157521601035995,10,Plot_1BO.shp,0.757182
bwa dom,14.0,,0.015393804002589988,10,Plot_1BO.shp,0.757182
bwa dom,11.0,,0.009503317777109124,10,Plot_1BO.shp,0.757182
bwa dom,13.0,,0.013273228961416878,10,Plot_1BO.shp,0.757182
bwa dom,6.5,,0.0033183072403542195,10,Plot_1BO.shp,0.757182
bwa dom,5.3,,0.002206183440983432,10,Plot_1BO.shp,0.757182
kaymit,6.0,,0.0028274333882308137,10,Plot_1BO.shp,0.757182
latanye,50.8,,0.2026829916389991,10,Plot_1BO.shp,0.757182
bwa dom,10.7,,0.008992023572737385,10,Plot_1BO.shp,0.757182
bwa dom,34.1,,0.09132688383801871,10,Plot_1BO.shp,0.757182
bwa dom,10.4,,0.008494866535306803,10,Plot_1BO.shp,0.757182
tandrakayou,23.6,,0.04374353610858429,10,Plot_1BO.shp,0.757182
bwa dom,6.5,,0.0033183072403542195,10,Plot_1BO.shp,0.757182
bwa dom,8.5,,0.005674501730546565,10,Plot_1BO.shp,0.757182
bwa dom,7.0,,0.003848451000647497,10,Plot_1BO.shp,0.757182
kaymit,6.6,,0.003421194399759285,10,Plot_1BO.shp,0.757182
kampech,9.3,,0.006792908715224532,10,Plot_1BO.shp,0.757182
kampech,5.5,,0.002375829444277281,10,Plot_1BO.shp,0.757182
kampech,14.2,,0.015836768566746144,10,Plot_1BO.shp,0.757182
kampech,8.9,,0.006221138852271189,10,Plot_1BO.shp,0.757182
kampech,14.5,,0.01651299638543135,10,Plot_1BO.shp,0.757182
kampech,22.4,,0.03940813824663036,10,Plot_1BO.shp,0.757182
kampech,12.5,,0.01227184630308513,10,Plot_1BO.shp,0.757182
bayawonn,9.2,,0.006647610054996002,10,Plot_1BO.shp,0.757182
bayawonn,15.5,,0.018869190875623696,10,Plot_1BO.shp,0.757182
bayawonn,13.3,,0.013892908112337465,10,Plot_1BO.shp,0.757182
bayawonn,6.0,,0.0028274333882308137,10,Plot_1BO.shp,0.757182
,6.0,,0.0028274333882308137,10,Plot_1BO.shp,0.757182
kaymit,10.0,,0.007853981633974483,10,Plot_1BO.shp,0.757182
kampech,6.5,,0.0033183072403542195,10,Plot_1BO.shp,0.757182
bayawonn,11.0,,0.009503317777109124,10,Plot_1BO.shp,0.757182
kampech,9.0,,0.0063617251235193305,10,Plot_1BO.shp,0.757182
kampech,19.5,,0.029864765163187975,10,Plot_1BO.shp,0.757182
kajou,10.5,,0.008659014751456867,10,Plot_1BO.shp,0.757182
bayawonn,10.1,,0.008011846664817369,10,Plot_1BO.shp,0.757182
kajou,14.3,,0.016060607043314423,10,Plot_1BO.shp,0.757182
kajou,23.4,,0.04300526183499067,10,Plot_1BO.shp,0.757182
bayawonn,13.0,,0.013273228961416878,10,Plot_1BO.shp,0.757182
kajou,20.0,,0.031415926535897934,10,Plot_1BO.shp,0.757182
bayawonn,14.0,,0.015393804002589988,10,Plot_1BO.shp,0.757182
,5.1,,0.0020428206229967626,10,Plot_1BO.shp,0.757182
,5.1,,0.0020428206229967626,10,Plot_1BO.shp,0.757182
,7.0,,0.003848451000647497,10,Plot_1BO.shp,0.757182
kampech,13.0,,0.013273228961416878,10,Plot_1BO.shp,0.757182
kampech,16.7,,0.02190396937899143,10,Plot_1BO.shp,0.757182
kampech,5.6,,0.0024630086404143973,10,Plot_1BO.shp,0.757182
kampech,8.0,,0.005026548245743669,10,Plot_1BO.shp,0.757182
kampech,5.3,,0.002206183440983432,10,Plot_1BO.shp,0.757182
kajou,20.0,,0.031415926535897934,10,Plot_1BO.shp,0.757182
kampech,15.0,,0.017671458676442587,10,Plot_1BO.shp,0.757182
kampech,7.1,,0.003959192141686536,10,Plot_1BO.shp,0.757182
kampech,14.4,,0.01628601631620949,10,Plot_1BO.shp,0.757182
kajou,14.0,,0.015393804002589988,10,Plot_1BO.shp,0.757182
latanye,43.8,,0.15067392525882004,10,Plot_1BO.shp,0.757182
kampech,11.7,,0.010751315458747667,10,Plot_1BO.shp,0.757182
tandrakayou,6.0,,0.0028274333882308137,10,Plot_1BO.shp,0.757182
tandrakayou,14.5,,0.01651299638543135,10,Plot_1BO.shp,0.757182
kampech,12.3,,0.011882288814039998,10,Plot_1BO.shp,0.757182
kampech,15.2,,0.018145839167134643,10,Plot_1BO.shp,0.757182
kampech,8.9,,0.006221138852271189,10,Plot_1BO.shp,0.757182
tandrakayou,8.0,,0.005026548245743669,10,Plot_1BO.shp,0.757182
kampech,9.5,,0.007088218424661971,10,Plot_1BO.shp,0.757182
bwa savann,7.0,,0.003848451000647497,10,Plot_1BO.shp,0.757182
kampech,16.5,,0.021382464998495533,10,Plot_1BO.shp,0.757182
kampech,11.7,,0.010751315458747667,10,Plot_1BO.shp,0.757182
kampech,9.7,,0.0073898113194065885,10,Plot_1BO.shp,0.757182
kampech,8.5,,0.005674501730546565,10,Plot_1BO.shp,0.757182
tandrakayou,21.0,,0.03463605900582747,10,Plot_1BO.shp,0.757182
kajou,10.5,,0.008659014751456867,10,Plot_1BO.shp,0.757182
latanye,49.7,,0.19400041494264034,10,Plot_1BO.shp,0.757182
,5.2,,0.0021237166338267006,10,Plot_1BO.shp,0.757182
latanye,48.6,,0.18550790460182368,10,Plot_1BO.shp,0.757182
,5.3,,0.002206183440983432,10,Plot_1BO.shp,0.757182
,5.1,,0.0020428206229967626,10,Plot_1BO.shp,0.757182
bayawonn,10.9,,0.009331315579325082,10,Plot_1BO.shp,0.757182
bayawonn,9.6,,0.007238229473870883,10,Plot_1BO.shp,0.757182
kampech,16.4,,0.021124069002737764,10,Plot_1BO.shp,0.757182
kampech,5.3,,0.002206183440983432,10,Plot_1BO.shp,0.757182
latanye,47.0,,0.1734944542944963,10,Plot_1BO.shp,0.757182
bwa pine,5.8,,0.0026420794216690155,10,Plot_1BO.shp,0.757182
latanye,48.4,,0.18398423216483265,10,Plot_1BO.shp,0.757182
latanye,45.0,,0.1590431280879833,10,Plot_1BO.shp,0.757182
latanye,46.3,,0.16836501888934757,10,Plot_1BO.shp,0.757182
kajou,6.5,,0.0033183072403542195,10,Plot_1BO.shp,0.757182
kajou,6.8,,0.0036316811075498014,10,Plot_1BO.shp,0.757182
gomye,6.9,,0.0037392806559352516,10,Plot_1BO.shp,0.757182
kampech,6.0,,0.0028274333882308137,10,Plot_1BO.shp,0.757182
latanye,43.6,,0.14930104926920132,10,Plot_1BO.shp,0.757182
bwa dom,7.5,,0.004417864669110647,10,Plot_1BO.shp,0.757182
koma,9.0,,0.0063617251235193305,10,Plot_1BO.shp,0.757182
kampech,12.4,,0.012076282160399163,10,Plot_1BO.shp,0.757182
koma,5.0,,0.001963495408493621,10,Plot_1BO.shp,0.757182
kajou,5.5,,0.002375829444277281,10,Plot_1BO.shp,0.757182
kajou,21.4,,0.03596809429094954,10,Plot_1BO.shp,0.757182
bwa pine,9.5,,0.007088218424661971,10,Plot_1BO.shp,0.757182
kampech,15.6,,0.019113449704440302,10,Plot_1BO.shp,0.757182
zaboka,32.0,,0.0804247719318987,10,Plot_1BO.shp,0.757182
kajou,12.7,,0.012667686977437444,10,Plot_1BO.shp,0.757182
kampech,6.5,,0.0033183072403542195,10,Plot_1BO.shp,0.757182
kampech,5.5,,0.002375829444277281,10,Plot_1BO.shp,0.757182
breziyet,5.0,,0.001963495408493621,10,Plot_1BO.shp,0.757182
kampech,16.0,,0.020106192982974676,10,Plot_1BO.shp,0.757182
kenep,13.4,,0.014102609421964583,10,Plot_1BO.shp,0.757182
kampech,5.5,,0.002375829444277281,10,Plot_1BO.shp,0.757182
kampech,6.3,,0.0031172453105244723,10,Plot_1BO.shp,0.757182
kampech,15.0,,0.017671458676442587,10,Plot_1BO.shp,0.757182
kampech,8.0,,0.005026548245743669,10,Plot_1BO.shp,0.757182
kenep,13.8,,0.014957122623741007,10,Plot_1BO.shp,0.757182
kenep,8.8,,0.006082123377349841,10,Plot_1BO.shp,0.757182
kenep,16.7,,0.02190396937899143,10,Plot_1BO.shp,0.757182
kenep,10.3,11.0,0.00833228911548353,10,Plot_1BO.shp,0.757182
latanye,53.0,,0.22061834409834324,10,Plot_1BO.shp,0.757182
,10.4,,0.008494866535306803,10,Plot_1BO.shp,0.757182
bwa dom,11.8,,0.010935884027146072,10,Plot_1BO.shp,0.757182
kampech,21.8,,0.03732526231730033,10,Plot_1BO.shp,0.757182
bayawonn,8.4,,0.005541769440932396,10,Plot_1BO.shp,0.757182
kasya,16.0,,0.020106192982974676,10,Plot_1BO.shp,0.757182
kasya,5.7,,0.0025517586328783095,10,Plot_1BO.shp,0.757182
kasya,5.1,,0.0020428206229967626,10,Plot_1BO.shp,0.757182
bayawonn,10.5,,0.008659014751456867,10,Plot_1BO.shp,0.757182
bayawonn,8.4,,0.005541769440932396,10,Plot_1BO.shp,0.757182
bayawonn,16.4,,0.021124069002737764,10,Plot_1BO.shp,0.757182
kenep,8.0,,0.005026548245743669,10,Plot_1BO.shp,0.757182
kenep,14.8,,0.017203361371057713,10,Plot_1BO.shp,0.757182
kenep,14.3,,0.016060607043314423,10,Plot_1BO.shp,0.757182
kenep,17.8,,0.024884555409084755,10,Plot_1BO.shp,0.757182
kampech,14.6,,0.016741547250980007,10,Plot_1BO.shp,0.757182
kenep,12.3,,0.011882288814039998,10,Plot_1BO.shp,0.757182
kenep,9.7,,0.0073898113194065885,10,Plot_1BO.shp,0.757182
latanye,44.0,,0.152053084433746,10,Plot_1BO.shp,0.757182
kenep,13.0,,0.013273228961416878,10,Plot_1BO.shp,0.757182
monben,8.3,,0.005410607947645022,10,Plot_1BO.shp,0.757182
monben,5.3,,0.002206183440983432,10,Plot_1BO.shp,0.757182
bayawonn,9.1,,0.00650388219109427,10,Plot_1BO.shp,0.757182
kenep,10.2,,0.00817128249198705,10,Plot_1BO.shp,0.757182
bayawonn,10.9,,0.009331315579325082,10,Plot_1BO.shp,0.757182
bayawonn,7.0,,0.003848451000647497,10,Plot_1BO.shp,0.757182
kajou,39.8,,0.12441021067480937,10,Plot_1BO.shp,0.757182
bayawonn,11.5,,0.010386890710931254,10,Plot_1BO.shp,0.757182
latanye,51.0,,0.2042820622996763,10,Plot_1BO.shp,0.757182
bayawonn,10.5,,0.008659014751456867,10,Plot_1BO.shp,0.757182
bayawonn,9.5,,0.007088218424661971,10,Plot_1BO.shp,0.757182
bayawonn,10.0,,0.007853981633974483,10,Plot_1BO.shp,0.757182
latanye,51.5,,0.20830722788708822,10,Plot_1BO.shp,0.757182
kampech,17.5,,0.02405281875404685,10,Plot_1BO.shp,0.757182
monben,7.1,,0.003959192141686536,10,Plot_1BO.shp,0.757182
kampech,18.1,,0.025730429231063806,10,Plot_1BO.shp,0.757182
latanye,53.3,,0.22312297884141763,10,Plot_1BO.shp,0.757182
bayawonn,5.6,,0.0024630086404143973,10,Plot_1BO.shp,0.757182
bayawonn,5.5,,0.002375829444277281,10,Plot_1BO.shp,0.757182
bayawonn,7.1,,0.003959192141686536,10,Plot_1BO.shp,0.757182
bwa mabel,5.2,,0.0021237166338267006,10,Plot_1BO.shp,0.757182
bwa sip,8.5,,0.005674501730546565,10,Plot_1BO.shp,0.757182
gwayav,6.1,,0.002922466566001905,10,Plot_1BO.shp,0.757182
monben,8.4,,0.005541769440932396,10,Plot_1BO.shp,0.757182
monben,7.3,,0.004185386812745002,10,Plot_1BO.shp,0.757182
bayawonn,7.9,,0.0049016699377634745,10,Plot_1BO.shp,0.757182
bwa jambet,5.2,,0.0021237166338267006,10,Plot_1BO.shp,0.757182
kajou,8.3,,0.005410607947645022,10,Plot_1BO.shp,0.757182
kampech,19.7,,0.030480517323291562,10,Plot_1BO.shp,0.757182
kampech,30.3,,0.07210661998335632,10,Plot_1BO.shp,0.757182
bayawonn,5.3,,0.002206183440983432,10,Plot_1BO.shp,0.757182
bayawonn,7.5,,0.004417864669110647,10,Plot_1BO.shp,0.757182
kajou,7.5,,0.004417864669110647,10,Plot_1BO.shp,0.757182
bayawonn,13.2,,0.01368477759903714,10,Plot_1BO.shp,0.757182
kajou,7.0,,0.003848451000647497,10,Plot_1BO.shp,0.757182
bayawonn,12.0,,0.011309733552923255,10,Plot_1BO.shp,0.757182
kajou,28.0,,0.06157521601035995,10,Plot_1BO.shp,0.757182
bayawonn,8.0,,0.005026548245743669,10,Plot_1BO.shp,0.757182
bayawonn,9.8,,0.0075429639612690945,10,Plot_1BO.shp,0.757182
bayawonn,6.0,,0.0028274333882308137,10,Plot_1BO.shp,0.757182
kampech,14.4,,0.01628601631620949,10,Plot_1BO.shp,0.757182
kampech,11.5,,0.010386890710931254,10,Plot_1BO.shp,0.757182
kampech,18.0,,0.025446900494077322,10,Plot_1BO.shp,0.757182
latanye,44.3,,0.1541336041685858,10,Plot_1BO.shp,0.757182
latanye,41.7,,0.13657210123501892,10,Plot_1BO.shp,0.757182
kajou,12.0,,0.011309733552923255,10,Plot_1BO.shp,0.757182
kajou,5.9,,0.002733971006786518,10,Plot_1BO.shp,0.757182
kampech,9.2,,0.006647610054996002,10,Plot_1BO.shp,0.757182
latanye,39.5,,0.12254174844408688,10,Plot_1BO.shp,0.757182
kampech,9.4,,0.006939778171779853,10,Plot_1BO.shp,0.757182
bwa dom,7.1,,0.003959192141686536,10,Plot_1BO.shp,0.757182
kampech,7.5,,0.004417864669110647,10,Plot_1BO.shp,0.757182
kampech,19.9,,0.031102552668702342,10,Plot_1BO.shp,0.757182
kampech,12.0,,0.011309733552923255,10,Plot_1BO.shp,0.757182
kajou,8.7,,0.0059446786987552855,10,Plot_1BO.shp,0.757182
kajou,13.6,,0.014526724430199206,10,Plot_1BO.shp,0.757182
kajou,9.5,,0.007088218424661971,10,Plot_1BO.shp,0.757182
kajou,8.0,,0.005026548245743669,10,Plot_1BO.shp,0.757182
kajou,16.0,,0.020106192982974676,10,Plot_1BO.shp,0.757182
kampech,5.8,,0.0026420794216690155,10,Plot_1BO.shp,0.757182
kampech,7.4,,0.004300840342764428,10,Plot_1BO.shp,0.757182
kampech,12.8,,0.012867963509103792,10,Plot_1BO.shp,0.757182
kampech,11.3,,0.010028749148422018,10,Plot_1BO.shp,0.757182
kajou,5.6,,0.0024630086404143973,10,Plot_1BO.shp,0.757182
kampech,8.0,,0.005026548245743669,10,Plot_1BO.shp,0.757182
kampech,8.0,,0.005026548245743669,10,Plot_1BO.shp,0.757182
kampech,5.6,,0.0024630086404143973,10,Plot_1BO.shp,0.757182
kampech,6.2,,0.003019070540099791,10,Plot_1BO.shp,0.757182
kajou,5.9,,0.002733971006786518,10,Plot_1BO.shp,0.757182
kampech,14.0,,0.015393804002589988,10,Plot_1BO.shp,0.757182
kampech,5.6,,0.0024630086404143973,10,Plot_1BO.shp,0.757182
kampech,10.6,,0.008824733763933728,10,Plot_1BO.shp,0.757182
kampech,12.7,,0.012667686977437444,10,Plot_1BO.shp,0.757182
gommier,6.2,,0.003019070540099791,10,Plot_1BO.shp,0.757182
gommier,6.9,,0.0037392806559352516,10,Plot_1BO.shp,0.757182
tandrakayou,16.8,,0.022167077763729583,10,Plot_1BO.shp,0.757182
bwa jambet,6.8,,0.0036316811075498014,10,Plot_1BO.shp,0.757182
bayawonn,8.0,,0.005026548245743669,10,Plot_1BO.shp,0.757182
bayawonn,7.6,,0.004536459791783661,10,Plot_1BO.shp,0.757182
bayawonn,12.6,,0.012468981242097889,10,Plot_1BO.shp,0.757182
bayawonn,15.2,,0.018145839167134643,10,Plot_1BO.shp,0.757182
kampech,14.0,,0.015393804002589988,10,Plot_1BO.shp,0.757182
kampech,5.7,,0.0025517586328783095,10,Plot_1BO.shp,0.757182
bayawonn,6.7,,0.003525652355491146,10,Plot_1BO.shp,0.757182
bayawonn,5.9,,0.002733971006786518,10,Plot_1BO.shp,0.757182
gommier,7.0,,0.003848451000647497,10,Plot_1BO.shp,0.757182
bayawonn,10.5,,0.008659014751456867,10,Plot_1BO.shp,0.757182
kajou,22.2,,0.03870756308487984,10,Plot_1BO.shp,0.757182
bayawonn,6.1,,0.002922466566001905,10,Plot_1BO.shp,0.757182
kampech,6.2,,0.003019070540099791,10,Plot_1BO.shp,0.757182
,18.4,,0.026590440219984007,10,Plot_1BO.shp,0.757182
kajou,5.0,,0.001963495408493621,10,Plot_1BO.shp,0.757182
kampech,12.8,,0.012867963509103792,10,Plot_1BO.shp,0.757182
,16.7,,0.02190396937899143,10,Plot_1BO.shp,0.757182
kampech,15.1,,0.017907863523625216,10,Plot_1BO.shp,0.757182
kajou,21.0,,0.03463605900582747,10,Plot_1BO.shp,0.757182
kampech,7.8,,0.004778362426110076,10,Plot_1BO.shp,0.757182
kampech,6.3,,0.0031172453105244723,10,Plot_1BO.shp,0.757182
bayawonn,7.4,,0.004300840342764428,10,Plot_1BO.shp,0.757182
kaymit,7.4,,0.004300840342764428,10,Plot_1BO.shp,0.757182
kaymit,4.2,,0.001385442360233099,10,Plot_1BO.shp,0.757182
kaymit,5.0,,0.001963495408493621,10,Plot_1BO.shp,0.757182
,5.0,,0.001963495408493621,10,Plot_1BO.shp,0.757182
kaymit,5.0,,0.001963495408493621,10,Plot_1BO.shp,0.757182
kaymit,5.3,,0.002206183440983432,10,Plot_1BO.shp,0.757182
kaymit,5.5,,0.002375829444277281,10,Plot_1BO.shp,0.757182
kampech,11.2,,0.00985203456165759,10,Plot_1BO.shp,0.757182
kampech,17.0,,0.02269800692218626,10,Plot_1BO.shp,0.757182
kampech,12.7,,0.012667686977437444,10,Plot_1BO.shp,0.757182
kampech,5.6,,0.0024630086404143973,10,Plot_1BO.shp,0.757182
kampech,13.5,,0.014313881527918496,10,Plot_1BO.shp,0.757182
kampech,7.1,,0.003959192141686536,10,Plot_1BO.shp,0.757182
kampech,10.4,,0.008494866535306803,10,Plot_1BO.shp,0.757182
kampech,11.0,,0.009503317777109124,10,Plot_1BO.shp,0.757182
kampech,9.8,,0.0075429639612690945,10,Plot_1BO.shp,0.757182
kampech,7.6,,0.004536459791783661,10,Plot_1BO.shp,0.757182
kampech,9.6,,0.007238229473870883,10,Plot_1BO.shp,0.757182
kampech,6.8,,0.0036316811075498014,10,Plot_1BO.shp,0.757182
bayawonn,5.6,,0.0024630086404143973,10,Plot_1BO.shp,0.757182
